Model,Trial,CAN_ID,Frame_Data_Hex,LLM_Response,t_llm_ms,success
gemini-3.6-flash,10,0x13d,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""B0-B5: Static payload/identifier shared across multiple CAN IDs (2E 4F 82 AB 84 79), B6: Unused padding byte (0xFF), B7: Static status/checksum byte (0x16)."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.5
}
```",12742.0,True
gemini-3.6-flash,11,0x158,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Bytes 0-7 (2e4f82ab8479ff16): Static data payload observed identically across multiple CAN IDs. Byte 0 (0x2E) likely represents a message type/status ID, Bytes 1-5 contain raw sensor or cryptographic payload data, Byte 6 (0xFF) acts as an unconfigured/padding marker, and Byte 7 (0x16) is a potential rolling counter or checksum."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.35
}
```",10219.0,True
gemini-3.6-flash,12,0x16f,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Static multi-ID frame payload. Byte 0 (0x2E): Mode/Header byte; Bytes 1-5 (0x4F82AB8479): Payload data/identifier string; Byte 6 (0xFF): Static mask/status flag; Byte 7 (0x16): CRC/Checksum byte."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.55
}
```",6514.0,True
gemini-3.6-flash,13,0x17e,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Bytes 0-1: Static sensor/status signal 1 (0x2E4F / 11855 raw).",13811.0,True
gemini-3.6-flash,14,0x19e,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""B0: Frame header/status (0x2E); B1-B2: Big-endian signal value (0x4F82 = 20354); B3-B4: Big-endian secondary signal value (0xAB84 = 43908); B5: Sensor status flag (0x79); B6: Padding/unused (0xFF); B7: Frame checksum/counter (0x16). Payload remains static across observed IDs."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence",5009.0,True
gemini-3.6-flash,15,0x1aa,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Byte 0 (0x2E): Status/mode flags; Bytes 1-2 (0x4F82): Scaled sensor reading (raw uint16: 20354); Bytes 3-4 (0xAB84): Secondary telemetry channel; Bytes 5-6 (0x79FF): Status indicators / limit thresholds; Byte 7 (0x16): Frame counter or message CRC."",
  ""rule"": {
    ""byteIdx"": 1,
    ""bitMask"": ""0xFFFF"",
    ""scale"": 0.1,
    ""offset"": 0.0
  },
  ""confidence"": 0.45
}
```",8937.0,True
gemini-3.6-flash,16,0x1bf,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Byte 0: Status flags/control bits. Bytes 1-2: 16-bit signal 1 (0x",10088.0,True
gemini-3.6-flash,17,0x1d7,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Byte 0 (0x2E): Control/Status byte; Bytes 1-2 (0x4F82): 16-bit signal (0x4F82 = 20354); Bytes 3-4 (0xAB84): 16-bit signal; Byte 5 (0x79): Secondary status/data; Byte 6 (0xFF): Reserved/Unused pad; Byte 7 (0x16): Frame counter or CRC."",
  ""rule"": {
    ""byteIdx"": 1,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.45
}
```",11969.0,True
gemini-3.6-flash,18,0x1f0,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Bytes 0-7 contain a static data payload (0x2E4F82AB8479FF16) shared across changing frame IDs. Byte 0 (0x2E) acts as a frame header/status code, Bytes 1-2 (0x4F82) represent a 16-bit unsigned primary parameter, Bytes 3-4 (0xAB84) represent a secondary 16-bit parameter, Byte 5 (0x79) is a",5077.0,True
gemini-3.6-flash,19,0x1fc,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Byte 0: Frame header/mode flag (0x2E). Bytes 1-5: Payload/sensor readings (0x4F, 0x82AB, 0x8479). Byte 6: Status",8843.0,True
gemini-3.6-flash,20,0x211,2e4f82ab8479ff16,"{
  ""interpretation"": ""Byte 0 (0x2E): Status/mode flags. Bytes 1-2 (0x4F82): 16-bit unsigned",7428.0,True
gemini-3.6-flash,21,0x224,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""B0-B7: Static 8-byte payload (2E 4F 82 AB 84 79 FF 16) observed consistently across multiple CAN IDs without variation. Likely represents a static device signature, calibration payload, or fixed diagnostic status frame."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.3
}
```",6168.0,True
gemini-3.6-flash,22,0x233,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""B0: Device status/mode (0x2E). B1-B2: Primary telemetry parameter (0x4F82 = 20354 raw). B3-B4: Secondary sensor reading (0xAB84). B5: Auxiliary status/value (0x79). B6: Reserved/padding (0xFF). B7: Frame CRC or counter (0x16). Payload remains identical across multiple IDs."",
  ""rule"": {
    ""byteIdx"": 1,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.5
}
```",5201.0,True
gemini-3.6-flash,23,0x240,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Static 8-byte payload invariant across IDs. Bytes 0-1: uint16 Big-Endian signal (raw value 11855); Bytes 2-3 & 4-5: dual uint16 telemetry parameters; Byte 6: status/invalid marker (0xFF); Byte 7: rolling counter or checksum byte (0x16)."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFFFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.35
}
```",4526.0,True
gemini-3.6-flash,24,0x24d,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""Bytes 0-1: Primary sensor signal (big-endian 16-bit uint, raw: 0x2E4F = 11855), Bytes 2-3: Secondary sensor value (0x82AB = 33451), Bytes 4-5: Auxiliary telemetry (0x8479 = 33913), Byte 6: Padding/Unused flags (0xFF), Byte 7: Frame checksum or status flag (0x16). Payload remains static across observed IDs."",
  ""rule"": {
    ""byteIdx"": 0,
    ""bitMask"": ""0xFFFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.5
}
```",14363.0,True
gemini-3.6-flash,25,0x26b,2e4f82ab8479ff16,"```json
{
  ""interpretation"": ""B0: Control/Header byte (0x2E), B1-B2: Big-endian primary sensor value (0x4F82 = 20354), B3-B4: Secondary signal/status word (0xAB84 = 43908), B5: Auxiliary state value (0x79), B6: Padding/Unused mask (0xFF), B7: Checksum/Rolling counter (0x16)"",
  ""rule"": {
    ""byteIdx"": 1,
    ""bitMask"": ""0xFF"",
    ""scale"": 1.0,
    ""offset"": 0.0
  },
  ""confidence"": 0.50
}
```",6698.0,True
